"","...1","sensor_ID","date_collected","AQI","temperature","County","stcofips","omb","medinc","unemp","pz","day_number"
"616",616,6006,2022-03-10,20.686,63.033,"Gaston",37071,"Urban outlying","Middle income","Lower unemployment","Southwest",69
"617",617,47495,2022-03-09,20.666,68.533,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",68
"618",618,6022,2022-03-12,20.621,66.9,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",71
"619",619,38873,2022-03-14,20.603,69.167,"Rockingham",37157,"Urban outlying","Middle income","Moderate unemployment","Piedmont Triad",73
"620",620,6006,2022-03-09,20.602,68.367,"Gaston",37071,"Urban outlying","Middle income","Lower unemployment","Southwest",68
"621",621,20809,2022-03-09,20.591,64.7,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",68
"622",622,12747,2022-03-18,20.57,69.067,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",77
"623",623,4329,2022-03-18,20.466,84.8,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",77
"624",624,5988,2022-03-10,20.418,58.533,"Nash",37127,"Urban center","Middle income","Moderate unemployment","North Central",69
"625",625,47555,2022-03-18,20.367,83.267,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",77
"626",626,48745,2022-03-01,20.35,72.2,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",60
"627",627,2873,2022-03-12,20.3,65.567,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",71
"628",628,6006,2022-03-15,20.207,77.167,"Gaston",37071,"Urban outlying","Middle income","Lower unemployment","Southwest",74
"629",629,6028,2022-03-12,20.205,64.862,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",71
"630",630,47621,2022-03-18,20.159,82.467,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",77
"631",631,12807,2022-03-10,20.141,62.333,"Wayne",37191,"Urban center","Middle income","Moderate unemployment","Southeast",69
"632",632,5872,2022-03-08,20.139,88,"Chatham",37037,"Urban center","Higher income","Lower unemployment","North Central",67
"633",633,7906,2022-03-18,20.128,91.767,"Duplin",37061,"Not urban","Lower income","Moderate unemployment","Southeast",77
"634",634,48745,2022-03-03,20.035,86.069,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",62
"635",635,12697,2022-03-02,20.015,78.433,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",61
"636",636,47617,2022-03-04,19.978,75.8,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"637",637,11174,2022-03-02,19.962,85,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",61
"638",638,12867,2022-03-17,19.941,81.067,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",76
"639",639,6006,2022-03-12,19.927,65,"Gaston",37071,"Urban outlying","Middle income","Lower unemployment","Southwest",71
"640",640,11184,2022-03-02,19.882,87.704,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",61
"641",641,47465,2022-03-18,19.876,81.033,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",77
"642",642,20521,2022-03-08,19.862,78.4,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",67
"643",643,47495,2022-03-10,19.861,58.333,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",69
"644",644,11644,2022-03-18,19.748,84.767,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",77
"645",645,2873,2022-03-15,19.739,82.033,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",74
"646",646,38875,2022-03-10,19.714,73.633,"Pender",37141,"Urban outlying","Higher income","Moderate unemployment","Southeast",69
"647",647,31261,2022-03-16,19.676,57.379,"Yancey",37199,"Not urban","Lower income","Lower unemployment","Northwest",75
"648",648,12697,2022-03-07,19.669,83.6,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",66
"649",649,6006,2022-03-01,19.661,73.833,"Gaston",37071,"Urban outlying","Middle income","Lower unemployment","Southwest",60
"650",650,2873,2022-03-01,19.655,78.867,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",60
"651",651,3050,2022-03-12,19.619,69.867,"Cumberland",37051,"Urban center","Middle income","Moderate unemployment","Sandhills",71
"652",652,55111,2022-03-19,19.598,82,"Hoke",37093,"Urban center","Middle income","Moderate unemployment","Sandhills",78
"653",653,47483,2022-03-18,19.584,84.6,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",77
"654",654,55111,2022-03-07,19.462,86.074,"Hoke",37093,"Urban center","Middle income","Moderate unemployment","Sandhills",66
"655",655,54093,2022-03-15,19.436,73,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",74
"656",656,5988,2022-03-05,19.421,82.967,"Nash",37127,"Urban center","Middle income","Moderate unemployment","North Central",64
"657",657,47477,2022-03-18,19.406,82.467,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",77
"658",658,12807,2022-03-12,19.389,73,"Wayne",37191,"Urban center","Middle income","Moderate unemployment","Southeast",71
"659",659,47483,2022-03-19,19.372,84.1,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",78
"660",660,3050,2022-03-06,19.352,87.7,"Cumberland",37051,"Urban center","Middle income","Moderate unemployment","Sandhills",65
"661",661,20521,2022-03-12,19.341,64.367,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",71
"662",662,12823,2022-03-02,19.299,96.567,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",61
"663",663,15587,2022-03-01,19.294,80.333,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"664",664,47487,2022-03-18,19.294,81.133,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",77
"665",665,7906,2022-03-02,19.271,89.033,"Duplin",37061,"Not urban","Lower income","Moderate unemployment","Southeast",61
"666",666,12703,2022-03-11,19.246,71.3,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",70
"667",667,757,2022-03-18,19.173,84.667,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",77
"668",668,47495,2022-03-02,19.171,89.133,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",61
"669",669,47617,2022-03-01,19.146,70.067,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"670",670,47617,2022-03-18,19.145,82.333,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",77
"671",671,47481,2022-03-10,19.101,57.933,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"672",672,47493,2022-03-18,19.048,87.067,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",77
"673",673,5988,2022-03-01,19.043,88.633,"Nash",37127,"Urban center","Middle income","Moderate unemployment","North Central",60
"674",674,6112,2022-03-10,19.007,70.533,"Stanly",37167,"Urban center","Middle income","Lower unemployment","Southwest",69
"675",675,12823,2022-03-19,18.994,87.8,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",78
"676",676,39969,2022-03-01,18.968,72,"Union",37179,"Urban center","Higher income","Lower unemployment","Southwest",60
"677",677,38917,2022-03-18,18.955,83.033,"Caswell",37033,"Not urban","Middle income","Moderate unemployment","Piedmont Triad",77
"678",678,55111,2022-03-08,18.949,81.321,"Hoke",37093,"Urban center","Middle income","Moderate unemployment","Sandhills",67
"679",679,12807,2022-03-19,18.911,86.733,"Wayne",37191,"Urban center","Middle income","Moderate unemployment","Southeast",78
"680",680,55773,2022-03-18,18.898,80.8,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",77
"681",681,38873,2022-03-03,18.855,85.3,"Rockingham",37157,"Urban outlying","Middle income","Moderate unemployment","Piedmont Triad",62
"682",682,757,2022-03-11,18.855,65.7,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",70
"683",683,11184,2022-03-18,18.853,85.4,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",77
"684",684,47499,2022-03-01,18.78,78.333,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"685",685,6022,2022-03-08,18.77,81.2,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",67
"686",686,20809,2022-03-12,18.652,63.7,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",71
"687",687,57965,2022-03-05,18.645,81.9,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",64
"688",688,12759,2022-03-05,18.598,91.5,"Guilford",37081,"Urban center","Higher income","Moderate unemployment","Piedmont Triad",64
"689",689,7906,2022-03-08,18.574,88.333,"Duplin",37061,"Not urban","Lower income","Moderate unemployment","Southeast",67
"690",690,15591,2022-03-01,18.553,75,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"691",691,38875,2022-03-07,18.51,84.724,"Pender",37141,"Urban outlying","Higher income","Moderate unemployment","Southeast",66
"692",692,47487,2022-03-19,18.447,83.067,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",78
"693",693,54095,2022-03-18,18.369,90.467,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",77
"694",694,31619,2022-03-01,18.33,73.1,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"695",695,6112,2022-03-14,18.251,77.967,"Stanly",37167,"Urban center","Middle income","Lower unemployment","Southwest",73
"696",696,11644,2022-03-02,18.246,83,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",61
"697",697,12697,2022-03-18,18.245,82.7,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",77
"698",698,12835,2022-03-07,18.238,83.867,"Lincoln",37109,"Urban outlying","Higher income","Lower unemployment","Southwest",66
"699",699,3050,2022-03-15,18.237,77.667,"Cumberland",37051,"Urban center","Middle income","Moderate unemployment","Sandhills",74
"700",700,52885,2022-03-17,18.207,80.967,"Rowan",37159,"Urban outlying","Middle income","Moderate unemployment","Southwest",76
"701",701,12867,2022-03-11,18.18,71.533,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",70
"702",702,47621,2022-03-02,18.166,76.633,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",61
"703",703,6112,2022-03-18,18.155,91.667,"Stanly",37167,"Urban center","Middle income","Lower unemployment","Southwest",77
"704",704,47477,2022-03-02,18.15,87.5,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",61
"705",705,4329,2022-03-19,18.129,85.3,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",78
"706",706,6008,2022-03-12,18.126,63.9,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",71
"707",707,1326,2022-03-19,18.108,76.733,"Haywood",37087,"Urban center","Middle income","Lower unemployment","Western",78
"708",708,45621,2022-03-12,18.106,61.967,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",71
"709",709,47499,2022-03-10,18.098,65,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"710",710,6022,2022-03-09,18.09,66.3,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",68
"711",711,6028,2022-03-08,18.069,79.367,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",67
"712",712,20521,2022-03-07,18.038,85.633,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",66
"713",713,5872,2022-03-05,18.015,81.133,"Chatham",37037,"Urban center","Higher income","Lower unemployment","North Central",64
"714",714,47457,2022-03-09,18.007,66.8,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",68
"715",715,12697,2022-03-14,17.973,72,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",73
"716",716,45621,2022-03-15,17.948,74.267,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",74
"717",717,12697,2022-03-12,17.942,67,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",71
"718",718,5988,2022-03-19,17.941,90.9,"Nash",37127,"Urban center","Middle income","Moderate unemployment","North Central",78
"719",719,12835,2022-03-18,17.93,79.367,"Lincoln",37109,"Urban outlying","Higher income","Lower unemployment","Southwest",77
"720",720,6022,2022-03-10,17.929,64.133,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",69
"721",721,31619,2022-03-10,17.928,56.5,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"722",722,12703,2022-03-17,17.923,81.7,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",76
"723",723,6022,2022-03-15,17.873,82.133,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",74
"724",724,47615,2022-03-02,17.841,83,"Johnston",37101,"Urban center","Higher income","Lower unemployment","North Central",61
"725",725,5872,2022-03-02,17.804,88.6,"Chatham",37037,"Urban center","Higher income","Lower unemployment","North Central",61
"726",726,12787,2022-03-12,17.791,75.333,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",71
"727",727,6022,2022-03-03,17.776,98.067,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",62
"728",728,20809,2022-03-14,17.773,72.9,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",73
"729",729,15587,2022-03-10,17.772,59,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"730",730,6112,2022-03-09,17.765,73.867,"Stanly",37167,"Urban center","Middle income","Lower unemployment","Southwest",68
"731",731,48459,2022-03-15,17.741,72.333,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",74
